ENTRY_AC	ENTRY_TYPE	ENTRY_NAME
IPR028492	family	Thrombospondin-5
IPR028493	family	Protein S100-A14
IPR028494	family	Protein S100-P
IPR028495	family	Protein S100-A15A
IPR028497	family	Protein S100-A5
IPR028498	family	Cdc42-interacting protein 4
IPR028499	family	Thrombospondin-1
IPR028501	family	Endophilin-A
IPR028502	family	E3 ubiquitin-protein ligase SH3RF1/SH3RF3
IPR028503	family	Endophilin-B1
IPR028506	family	Sorbin and SH3 domain-containing protein
IPR028507	family	Thrombospondin-3
IPR028510	family	Vinexin
IPR028511	family	E3 ubiquitin-protein ligase SH3RF2
IPR028513	family	Stomatin-1
IPR028515	family	Erythrocyte band 7 integral membrane protein (Stomatin)
IPR028518	family	Protein kinase C and casein kinase substrate in neurons protein 1
IPR028519	family	Stomatin-like protein 3
IPR028521	family	Protein kinase C and casein kinase substrate in neurons protein 2
IPR028522	family	Protein Unc-1
IPR028523	family	Protein kinase C and casein kinase substrate in neurons protein 3
IPR028530	family	Protein vav1
IPR028531	family	Dipeptidase 2/3
IPR028532	family	Formin-binding protein 1
IPR028534	family	Hematopoietic lineage cell-specific protein
IPR028535	family	Nostrin
IPR028536	family	Dipeptidase 1
IPR028537	family	PDZ and LIM domain protein 1
IPR028538	family	Chitinase-3-like protein 1
IPR028539	family	Tyrosine-protein kinase Fer
IPR028540	family	A-kinase anchor protein 12
IPR028541	family	Chitinase-3-like protein 2
IPR028544	family	Protein CASC3
IPR028546	family	Klotho
IPR028547	family	Biglycan
IPR028548	family	Asporin
IPR028549	family	Decorin
IPR028550	family	Beta-2-syntrophin
IPR028551	family	Transcription factor MafG
IPR028552	family	Alpha-1-syntrophin
IPR028554	family	Ras GTPase-activating protein 1
IPR028555	family	RasGAP-activating-like protein 1
IPR028557	family	Unconventional myosin-IXb
IPR028558	family	Unconventional myosin-IXa
IPR028561	family	Unconventional myosin-XVIIIb
IPR028562	family	Transcription factor MafA
IPR028563	family	MICAL-like protein
IPR028569	family	Kalirin
IPR028570	family	Triple functional domain protein
IPR028571	family	Transcription factor MafB
IPR028573	family	Transcription factor Maf
IPR028574	family	Transcription factor MafK
IPR028575	family	Neural retina-specific leucine zipper protein
IPR028579	family	Putative thymidine phosphorylase
IPR028580	family	Mucin-2
IPR028581	family	Deoxyribose-phosphate aldolase type I
IPR028582	family	Adenylate kinase isoenzyme 1
IPR028583	family	4-O-beta-D-mannosyl-D-glucose phosphorylase
IPR028584	family	Cellobiose 2-epimerase
IPR028585	family	Adenylate kinase 4, mitochondrial
IPR028586	family	Adenylate kinase 3/4, mitochondrial
IPR028587	family	Adenylate kinase 2
IPR028589	family	AdoMet-dependent rRNA methyltransferase Spb1-like
IPR028590	family	tRNA (cytidine(32)/guanosine(34)-2-O)-methyltransferase, Trm7
IPR028591	family	DIS3-like exonuclease 2
IPR028592	family	Queuine tRNA-ribosyltransferase accessory subunit QTRTD1
IPR028593	family	Protein Spindly, chordates
IPR028594	family	Katanin p60 subunit A-like 1, chordates
IPR028595	family	Methionine aminopeptidase, archaeal
IPR028596	family	Katanin p60 subunit A1
IPR028597	family	Leucine zipper putative tumour suppressor 2
IPR028598	family	WD repeat BOP1/Erb1
IPR028599	family	WD repeat WDR12/Ytm1
IPR028600	family	Cytosolic Fe-S cluster assembly factor NUBP2/Cfd1, eukaryotes
IPR028601	family	Cytosolic Fe-S cluster assembly factor NUBP1/Nbp35
IPR028602	family	Protein argonaute-2
IPR028603	family	Protein argonaute-3
IPR028604	family	Protein argonaute-4
IPR028605	family	RISC-loading complex subunit TRBP2
IPR028606	family	Polyribonucleotide 5-hydroxyl-kinase Clp1
IPR028607	family	2-deoxynucleoside 5-phosphate N-hydrolase 1, DNPH1
IPR028608	family	Probable cytosolic iron-sulfur protein assembly protein, CIAO1/Cia1
IPR028609	family	Alanine dehydrogenase, archaeal-type
IPR028610	family	Arylsulfate sulfotransferase AssT, Enterobacteria
IPR028611	family	Tat proofreading chaperone DmsD
IPR028612	family	DNA topoisomerase I, type IA
IPR028613	family	GDP-mannose mannosyl hydrolase, Enterobacteria
IPR028614	family	GDP-L-fucose synthase/GDP-L-colitose synthase
IPR028615	family	Maleate isomerase
IPR028616	family	Regulator of RpoS
IPR028617	family	RNA polymerase sigma factor FliA
IPR028618	family	ATP-dependent RNA helicase DeaD
IPR028619	family	ATP-dependent RNA helicase DbpA
IPR028621	family	ATP-dependent RNA helicase SrmB
IPR028622	family	ATP-dependent RNA helicase RhlE
IPR028623	family	HNS-dependent expression B
IPR028624	family	Transcription elongation factor GreA/GreB
IPR028625	family	Regulator of nucleoside diphosphate kinase
IPR028627	family	Acylphosphatase, bacteria
IPR028628	family	Sirtuin, class U
IPR028629	family	CRISPR-associated endonuclease Cas9
IPR028630	family	RNA polymerase sigma factor RpoD
IPR028631	family	Adrenocortical dysplasia protein
IPR028632	family	Alcohol dehydrogenase family, zinc-type, class-II subfamily
IPR028634	family	Clavesin-1
IPR028635	family	Alcohol dehydrogenase family, zinc-type, class-IV subfamily
IPR028636	family	Clavesin-2
IPR028638	family	Inhibitor of growth protein 5
IPR028639	family	Inhibitor of growth protein 2
IPR028640	family	Centriolin
IPR028642	family	Sorting nexin-33
IPR028643	family	Inhibitor of growth protein 1
IPR028644	family	Sorting nexin-9
IPR028647	family	Inhibitor of growth protein 4
IPR028649	family	Sorting nexin-30
IPR028651	family	ING family
IPR028653	family	Sorting nexin-2
IPR028654	family	Sorting nexin-5
IPR028655	family	Sorting nexin-11
IPR028656	family	Sorting nexin-7
IPR028657	family	Sorting nexin-6
IPR028658	family	Alpha-sarcoglycan
IPR028659	family	Secretoglobin family 1C member 1/2
IPR028660	family	Sorting nexin-1
IPR028661	family	Vacuolar protein sorting-associated protein 29
IPR028662	family	Sorting nexin-8/Mvp1
IPR028666	family	Sorting nexin-17
IPR028667	family	Sorting nexin-27
IPR028668	family	Phospholipid phosphatase 4/5
IPR028669	family	Syntaxin 1
IPR028670	family	Lipid phosphate phosphohydrolase 1
IPR028671	family	Syntaxin-2
IPR028672	family	Syntaxin-11
IPR028673	family	Syntaxin-16
IPR028674	family	Lipid phosphate phosphohydrolase 2
IPR028675	family	Lipid phosphate phosphohydrolase 3
IPR028676	family	Syntaxin-17
IPR028677	family	Synaptotagmin-10
IPR028678	family	Lipid phosphate phosphatase-related protein type 1
IPR028679	family	Lipid phosphate phosphatase-related protein type 2
IPR028680	family	Phospholipid phosphatase-related protein type 5
IPR028682	family	Synaptotagmin-3
IPR028683	family	Synaptotagmin-4
IPR028684	family	Phospholipid phosphatase-related protein type 4
IPR028685	family	Phospholipid phosphatase-related protein type 3
IPR028687	family	Matrix metalloproteinase-23
IPR028689	family	Synaptotagmin-5
IPR028690	family	Synaptotagmin-16
IPR028691	family	Synaptotagmin-9
IPR028692	family	Synaptotagmin-13
IPR028694	family	Synaptotagmin-like protein 4
IPR028696	family	Synaptotagmin-14
IPR028697	family	Matrix metalloproteinase-16
IPR028698	family	Rabphilin-3A
IPR028699	family	Synaptotagmin-11
IPR028701	family	Synaptotagmin-6
IPR028702	family	Synaptotagmin-like protein 5
IPR028704	family	Synaptotagmin-like protein 3
IPR028705	family	Stromelysin-3
IPR028707	family	Matrilysin
IPR028708	family	72kDa type IV collagenase
IPR028711	family	Collagenase 3
IPR028712	family	Synapsin-2/3
IPR028713	family	Synapsin-1
IPR028714	family	Synaptophysin
IPR028716	family	Matrix metalloproteinase-20
IPR028717	family	Vesicle-associated membrane protein 2
IPR028718	family	Macrophage metalloelastase
IPR028720	family	Protein HEG
IPR028721	family	Myocardin
IPR028723	family	Matrix metalloproteinase-24
IPR028724	family	Matrix metalloproteinase-19
IPR028725	family	Chromodomain-helicase-DNA-binding protein 4
IPR028726	family	Matrix metalloproteinase-17
IPR028727	family	Chromodomain-helicase-DNA-binding protein 5
IPR028728	family	Sperm-associated antigen 5
IPR028729	family	Matrix metalloproteinase-15
IPR028730	family	Zinc finger FYVE domain-containing protein 26
IPR028731	family	Poly [ADP-ribose] polymerase tankyrase-1
IPR028732	family	Matrix metalloproteinase-27
IPR028733	family	Matrix metalloproteinase-25
IPR028734	family	LIM domain-containing protein 1
IPR028735	family	Matrix metalloproteinase-28
IPR028736	family	Matrix metalloproteinase-26
IPR028738	family	PH-interacting protein
IPR028740	family	LIM domain and actin-binding protein 1
IPR028741	family	Serine/threonine-protein kinase LATS1
IPR028742	family	Serine/threonine-protein kinase LATS2
IPR028743	family	Insulin-like growth factor 2 mRNA-binding protein 2
IPR028744	family	Cation channel sperm-associated protein 4
IPR028745	family	A-kinase anchor protein 9/Pericentrin
IPR028746	family	Cation channel sperm-associated protein 1
IPR028747	family	Cation channel sperm-associated protein 2
IPR028748	family	Cation channel sperm-associated protein subunit beta
IPR028749	family	Serine/threonine-protein kinase OSR1
IPR028750	family	Centrosome-associated protein 350
IPR028751	family	Cation channel sperm-associated protein subunit delta/epsilon
IPR028753	family	Synaptopodin
IPR028754	family	Serine/threonine-protein kinase PAK5
IPR028755	family	Tissue alpha-L-fucosidase
IPR028759	family	Cyclin-Q
IPR028760	family	Ski oncogene
IPR028761	family	Protein disabled
IPR028762	family	Ski family transcriptional corepressor 1
IPR028763	family	Kinesin-like protein KIF12
IPR028764	family	Kelch repeat and BTB domain-containing protein 8
IPR028765	family	IQ calmodulin-binding motif-containing protein 1
IPR028768	family	Sushi repeat-containing protein SRPX2
IPR028769	family	Lymphoid enhancer-binding factor 1
IPR028771	family	Lipoma-preferred partner
IPR028772	family	Aurora kinase B
IPR028775	family	Arf GTPase activating protein, ASAP3
IPR028777	family	Microtubule-associated serine/threonine-protein kinase 1
IPR028778	family	Transcription factor 7-like 1
IPR028779	family	Microtubule-associated serine/threonine-protein kinase 2
IPR028780	family	Ankyrin repeat domain-containing protein 23
IPR028781	family	Alstrom syndrome protein 1
IPR028784	family	Bardet-Biedl syndrome 1 protein
IPR028785	family	Transcription factor 7
IPR028787	family	Mannosylglycoprotein endo-beta-mannosidase
IPR028788	family	Cyclin-dependent kinase 6
IPR028789	family	Baculoviral IAP repeat-containing protein 1
IPR028790	family	McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin
IPR028791	family	Calpain-10
IPR028792	family	Insulin receptor-related protein
IPR028793	family	Angiopoietin-related protein 4
IPR028794	family	Phosphatidate phosphatase LPIN1
IPR028796	family	Tetratricopeptide repeat protein 8
IPR028798	family	Two pore calcium channel protein 2
IPR028799	family	Ubiquilin-1
IPR028801	family	Two pore calcium channel protein 1
IPR028802	family	Protein SMG8
IPR028803	family	Voltage gated sodium channel, alpha-9 subunit
IPR028804	family	SSX family
IPR028806	family	RNA-binding protein 6
IPR028807	family	Cell adhesion molecule 4
IPR028809	family	Voltage gated sodium channel, alpha-10 subunit
IPR028810	family	Melanoma-associated antigen D2
IPR028811	family	Cell cycle and apoptosis regulator protein 2
IPR028812	family	Voltage gated sodium channel, alpha-7 subunit
IPR028813	family	Nucleobindin-2
IPR028815	family	Protein LRATD2
IPR028816	family	Caprin
IPR028817	family	Voltage gated sodium channel type 4, subunit alpha B
IPR028818	family	Nuclear receptor coactivator 3
IPR028819	family	Nuclear receptor coactivator 1
IPR028821	family	Voltage gated sodium channel, alpha-11 subunit
IPR028822	family	Nuclear receptor coactivator 2
IPR028823	family	Sodium leak channel non-selective protein
IPR028825	family	Sideroflexin-4
IPR028828	family	Kinesin-like protein KIF20B
IPR028829	family	Exo-beta-D-glucosaminidase
IPR028830	family	DNA mismatch repair protein Mlh3
IPR028834	family	Stathmin-4
IPR028835	family	Stathmin-3
IPR028836	family	Cytochrome b561-like
IPR028837	family	Cytochrome b561
IPR028838	family	Cytochrome b reductase 1
IPR028839	family	Fibrocystin
IPR028840	family	Cytoplasmic tyrosine-protein kinase BMX
IPR028841	family	Pyrin
IPR028843	family	Angiopoietin-1
IPR028844	family	Angiopoietin-2
IPR028845	family	Angiopoietin-4
IPR028846	family	Recoverin family
IPR028847	family	Centromere protein W
IPR028848	family	Breast cancer anti-estrogen resistance protein 1
IPR028849	family	Breast cancer anti-estrogen resistance protein 3
IPR028850	family	Mucin-16
IPR028851	family	Periphilin-1
IPR028852	family	A-kinase anchor protein 13
IPR028853	family	AT-rich interactive domain-containing protein 4B
IPR028854	family	Rho GTPase-activating protein 7
IPR028855	family	Receptor-type tyrosine-protein phosphatase H
IPR028856	family	Cyclin I
IPR028857	family	Cyclin-F, metazoan
IPR028858	family	Cyclin E
IPR028859	family	Cyclin-J
IPR028860	family	Cyclin-G1
IPR028861	family	Cyclin-I2
IPR028862	family	Cyclin-T2
IPR028863	family	Cyclin-T1
IPR028864	family	Cyclin-O
IPR028866	family	Amyloid-beta precursor protein
IPR028867	family	Neuropilin and tolloid-like protein 1
IPR028868	family	Neuropilin and tolloid-like protein 2
IPR028869	family	GTP-binding protein Rad
IPR028870	family	Procollagen C-endopeptidase enhancer 1
IPR028872	family	Contactin-associated protein 1
IPR028873	family	Contactin-associated protein-like 3
IPR028874	family	Contactin-associated protein-like 5
IPR028875	family	Contactin-associated protein-like 4
IPR028877	family	50S ribosomal protein L18Ae/60S ribosomal protein L20 and L18a
IPR028878	family	Ribonuclease E
IPR028879	family	NADPH-dependent diflavin oxidoreductase 1
IPR028880	family	ATP-dependent DNA helicase Rrm3
IPR028882	family	Succinate dehydrogenase assembly factor 2, mitochondrial
IPR028883	family	tRNA-specific adenosine deaminase
IPR028884	family	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit
IPR028885	family	Adenylyltransferase and sulfurtransferase MOCS3/Uba4
IPR028886	family	Molybdenum cofactor sulfurase
IPR028887	family	Molybdopterin synthase sulfur carrier subunit
IPR028888	family	Molybdopterin synthase catalytic subunit, eukaryotes
IPR028892	family	Adenine deaminase type 2
IPR028893	family	Adenosine deaminase
IPR028895	family	Cyclin-G2
IPR028896	family	Aminomethyltransferase-like
IPR028897	family	Tox-HDC domain
IPR028909	family	Ribosomal protein L21-like
IPR028919	family	Viral movement protein
IPR028927	family	Mannose-6-phosphate receptor
IPR028930	family	Cancer/testis antigen 47
IPR028934	family	Vacuolar protein sorting protein 26 related
IPR028938	family	Remodeling and spacing factor 1
IPR028940	family	Bromodomain adjacent to zinc finger domain protein 2A
IPR028944	family	PRTase ComF-like
IPR028945	family	Get1 family
IPR028951	family	Immunity protein 64
IPR028953	family	Immunity protein IFT-like
IPR028954	family	Immunity protein 59
IPR028955	family	Immunity protein 57
IPR028956	family	Immunity protein 51
IPR028957	family	Immunity protein 50
IPR028958	family	Immunity protein 42
IPR028959	family	Immunity protein 41
IPR028960	family	Immunity protein 27
IPR028961	family	Immunity protein 21
IPR028962	family	Immunity protein 10
IPR028963	family	Immunity protein 9
IPR028964	family	Immunity protein 8
IPR028965	family	Immunity protein 7
IPR028967	family	Immunity protein 65
IPR028968	family	Immunity protein 58
IPR028970	family	Protein of unknown function DUF4662
IPR028971	family	NAD-glutamate dehydrogenase
